track_id,content_length,language_label,page_count,url,domain_label_en,sub_domain_label_en
f586f28e-0174-5188-bf6b-4c7e6b85a10b,3705382,en,34,http://www.coastalnews.online/Nov18.pdf,Publishing & Media,Newspapers
d1694932-2723-5ea6-ab83-44d3cbf8e867,10229144,en,24,http://cvparkandrec.org/data/documents/Desert%20Whispers%20Sept%2001%202019.pdf,Publishing & Media,Newspapers
3491e2b0-77f6-57cb-94e5-c6e2bdb9b30e,52170658,en,20,https://www.baptistmessage.com/wp-content/uploads/2024/01/January-31-Issue.pdf,Publishing & Media,Newspapers
e9f55659-518d-5443-a591-26cbcf0f51b7,8485456,en,66,https://thespringhilltimes.com/wp-content/uploads/2024/01/The-Spring-Hill-Times-Issue-116-Rosh-Hashana-5784.pdf,Publishing & Media,Newspapers
851016a6-8e16-5ecf-9254-a050112443c4,4410911,en,20,https://home.army.mil/stewart/application/files/5315/6648/2354/The_Frontline_08-22-2019.pdf,Publishing & Media,Newspapers
2ba51f64-9f3d-5a44-9c1b-38790eeb3634,18864800,en,24,http://omahaworks.net/uploads/3/4/4/7/34476854/union-short_circuit_mar_87.pdf,Publishing & Media,Newspapers
ed97cb23-1c93-5fc8-b904-be1c332488e7,6300955,en,20,https://www.empireadvance.ca/_files/ugd/853628_145733971c114b8992230f9db5f858b4.pdf,Publishing & Media,Newspapers
32848c4a-65e3-5315-a12e-49e8aba56404,22706236,en,72,https://www.illinoistimes.com/general/issuepdfs/05252023.pdf,Publishing & Media,Newspapers
8393248e-a778-5f77-85db-d71988e5418b,3131495,en,36,https://tparents.org/UNews/PDF/Unws990405.pdf,Publishing & Media,Newspapers
b8f67a80-05dc-5a06-b046-724451f47e72,6348046,en,26,http://severeweather.wmo.int/TCFW/RAI_Training2019/SouthAfrica.pdf,Publishing & Media,Newspapers
baad9290-3d5d-5c5b-a340-988162f9c828,18894474,en,27,https://nctcog.org/getmedia/fbc1efbb-f057-4eee-a859-3061a1c384c1/Att-2-2-DBE-Public-Meeting-Presentation-Combined.pdf,Publishing & Media,Newspapers
984a433f-4b4b-59f9-bec5-9f4b8315c4e7,7900685,en,24,http://archive.caterham-independent.co.uk/editions/caterham/2016/august.pdf,Publishing & Media,Newspapers
bce5bb7f-16db-512d-b736-4e090f16bad7,1490310,zh,25,http://static.medmeeting.org/Upload/user/506400/file/20191113/20191113154646_9927.pdf,Medical & Health,Medical Research Papers
94bb4f1e-8159-5435-a5d2-435dcea770d4,547279,en,24,http://www.hullpublichealth.org/assets/BME2011SummaryReport.pdf,Medical & Health,Medical Research Papers
2627495f-aeed-5786-994d-feba04213f68,880903,en,31,https://www.healthbiotechpharm.org/article_133124_4a1acfeaa310a2dc02ef19898df7f8ba.pdf,Medical & Health,Medical Research Papers
c956cc38-5fa3-5977-bb84-3d2c0717515e,2128342,en,43,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21445_Zetia_pharmr_P7.pdf,Medical & Health,Medical Research Papers
b27e2c04-6a9c-5a4d-8b1e-6df0af84d04d,2560156,en,86,https://www.aerzte-ohne-grenzen.de/sites/germany/files/mediathek/entity/document/2005-11-drc-report-access-to-healthcare.pdf,Medical & Health,Medical Research Papers
7c441ae2-2cbd-53e0-bbfb-de3f8de2c63b,968225,en,22,https://eprints.gla.ac.uk/180738/1/180738.pdf,Medical & Health,Medical Research Papers
dda9b450-6e86-5625-961a-ad4bb4a2c4f2,1251122,en,23,http://kckc.ca/Documents/Hypothermia.pdf,Medical & Health,Medical Research Papers
8eb3974a-e3d2-5233-939f-b8679da7553a,2021992,en,23,"http://www.cpa.org.uk/presentations/Ageism_and_Age_Discrimination_in_Primary,_Community_and_Mental_Health_Services.pdf",Medical & Health,Medical Research Papers
977656c6-dff6-5501-aa38-4db1370b1698,1918672,en,36,http://www.rets.epsjv.fiocruz.br/sites/default/files/arquivos/biblioteca/9789241511247-eng.pdf,Medical & Health,Medical Research Papers
7cb21039-be51-5a6f-a8a9-f9aeffff26c0,1387267,en,31,https://patentimages.storage.googleapis.com/7f/1e/d1/51f8a21c43e252/WO2000006136A2.pdf,Medical & Health,Medical Research Papers
de66a06f-ff1a-5f86-a25c-b1040feff5d6,1900442,en,39,https://www.occupationalcancer.ca/wp-content/uploads/2023/03/OCRC_McIntyrePowder_FinalReport_2020.pdf,Medical & Health,Medical Research Papers
3dc7824f-59dd-5ec2-ba3a-ad8ee31d67aa,451160,en,24,https://www.termedia.pl/Czasopismo/-117/pdf-54459-10?filename=AIN-Wieczorek.pdf,Medical & Health,Medical Research Papers
1761f457-499c-58e2-aa02-b2910261b02c,1445087,en,76,https://www.ohsu.edu/sites/default/files/2019-01/Statins_final-report_update-4_AUG_06.pdf,Medical & Health,Medical Research Papers
961b7433-a59f-5ed9-ab71-bd883b872937,8859941,en,24,https://dspace.ewha.ac.kr/bitstream/2015.oak/266275/1/1-s2.0-S2589004223017029-main.pdf,Medical & Health,Medical Research Papers
24c6aaba-30f2-52b5-a6db-7535fd64f371,9366427,en,60,https://s7f0147441d679471.jimcontent.com/download/version/1477117648/module/11401895599/name/Guideline-Europe-2015.pdf,Medical & Health,Medical Research Papers
2de28e71-33dd-5e52-9f76-9b4dda5fbb11,719334,zh,33,http://www.nantian.org/uploads/soft/20230516/1684234752.pdf,Medical & Health,Medical Insurance - Policy Documents
5e80a181-f658-516c-812c-569a3764a8d7,3306730,zh,49,http://files.huizecdn.com/file1/M00/80/A2/CgUA3F8C8h6ADlUEADJ06s3garA855.pdf,Medical & Health,Medical Insurance - Policy Documents
9d07cc0f-24b7-5edd-81c6-3b9ddfffd0f7,265615,en,25,https://www.england.nhs.uk/wp-content/uploads/2021/09/Context-for-finances-and-payment-for-2022-23.pdf,Medical & Health,Medical Insurance - Policy Documents
d82d4c7b-b4a1-5eb6-b537-222d3caa1658,626416,en,35,https://www.healthpartners.com/ucm/groups/public/@hp/@public/documents/documents/entry_240159.pdf,Medical & Health,Medical Insurance - Policy Documents
a58c66d5-8f42-563b-bed1-456d4e21255f,1196099,en,27,https://www.caresource.com/documents/medicare-2021-oh-dsnp-2-pek/,Medical & Health,Medical Insurance - Policy Documents
509d38c2-ef89-59f4-a089-cb6298c59ea9,3867417,en,106,https://medicareappeal.com/sites/default/files/Documents/AR-2016-FINAL_508Compliant.pdf,Medical & Health,Medical Insurance - Policy Documents
da8ccc91-accf-552a-a163-6dfa8fa7b430,911389,en,77,https://www.dhcs.ca.gov/Documents/MCQMD/2020-Preventive-Services-Report-Addendum.pdf,Medical & Health,Medical Insurance - Policy Documents
4b680899-4be9-5429-9f9a-df00535a6ace,2493101,en,33,http://mhfcaustin.org/wp-content/uploads/2019/06/ABGOH-Supporting-Mental-Health-in-the-Workplace-FINAL.pdf,Medical & Health,Medical Insurance - Policy Documents
b471a1b6-73e8-5c52-90ac-120af47b5873,1571443,en,145,https://studentdocs.ucr.edu/studenthealth/Riverside-Benefit_Book_Final_2019-20.pdf,Medical & Health,Medical Insurance - Policy Documents
ad9a3617-6f63-5829-a103-35e7791f745b,2945837,en,78,https://nj.gov/humanservices/dmahs/boards/maac/MAAC_Meeting_Presentations_1_24_18.pdf,Medical & Health,Medical Insurance - Policy Documents
f8c08025-2c9e-50f9-8945-bd148cf83a1a,1463509,en,86,http://164.100.161.239/reports/genrep/health/National_Health_Account_04_05.pdf,Medical & Health,Medical Insurance - Policy Documents
754cdc4a-561a-564a-857b-a49632562ce7,956803,en,25,https://www.tehamacohealthservices.net/wp-content/uploads/2021/01/Tehama-County-Oral-Health-Community-Health-Improvement-Plan-Final-2018-2022_.pdf,Medical & Health,Medical Insurance - Policy Documents
35418c44-e521-5127-92df-3151ab6ad837,987158,en,32,https://chqpr.org/downloads/PTAC_Report_PACCSI_APM.pdf,Medical & Health,Medical Insurance - Policy Documents
ff7442ff-854f-5ed1-9d7b-4288cc0358fd,19600535,en,122,https://4.files.edl.io/0f72/05/03/24/183038-173d7816-167d-408f-a0ba-20f32be7ec62.pdf,Medical & Health,Medical Insurance - Policy Documents
7c3fafca-772e-5bf3-8c3c-a98f4a00225d,1187191,en,53,http://files.eric.ed.gov/fulltext/ED330169.pdf,Medical & Health,Medical Insurance - Policy Documents
c0a54f90-b635-5d5f-9607-50e8690256ff,4638912,en,93,https://myahpcare.com/wp-content/uploads/2024-Creighton-Master-Policy.pdf,Medical & Health,Medical Insurance - Policy Documents
32882a1b-de93-53cc-a482-1bba826aa128,6555041,en,57,https://vepimg.b8cdn.com/uploads/vjfnew/9724/content/images/1701640833a-bo-sal-e-and-b-bo-sal-e-and-j-bo-214-provider-enrollment-all-aspects-and-roundtable-r-bemally-d-steuart-k-fish-t-valencia-pdf1701640834.pdf,Medical & Health,Medical Insurance - Policy Documents
c1d84ca1-1f3b-5975-be9d-b2210192f4a8,790726,en,55,https://www.allforkidshealth.com/wp-content/uploads/Patient-and-Family-Handbook-Revised-6-2023.docx.pdf,Medical & Health,Medical Insurance - Policy Documents
4067d864-a5ec-5420-81fd-d760ee1032f1,518395,en,22,http://www.ancor.org/sites/default/files/news/gwu_residential_report.pdf,Medical & Health,Medical Insurance - Policy Documents
aebe7047-dd09-50e5-b4bd-7d71b7457b15,613735,en,32,http://media.news.health.ufl.edu/misc/cod-oralhealth/docs/resources/dentistscare.pdf,Medical & Health,Medical Insurance - Policy Documents
6c9ebc2a-6aac-5799-b9c8-42c096797f87,2179200,en,34,https://www.appd.org/meetings/2019SpringPresentations/ELS12Slides.pdf,Medical & Health,Medical Insurance - Policy Documents
2201fc29-89a0-54da-93e2-d39752ef1fb1,1651301,zh,63,http://leadpharm.cn/wcs/Upload/201909/5d75fe54b194a.pdf,Medical & Health,Drug Package Inserts
896ad57b-4ce2-5da1-b364-e226ad2d919b,487965,zh,23,https://www.xian-janssen.com.cn/sites/default/files/PDF/quan_ke_li_32mg_bo_sheng_tan_fen_san_pian_shuo_ming_shu_20200828__0.pdf,Medical & Health,Drug Package Inserts
34af63c9-8b77-55c7-b88c-a2f790b4ea74,440167,zh,29,http://io.ctdm.org.cn/upload/ueditor/file/20240119/1705636024730060376.pdf,Medical & Health,Drug Package Inserts
edb235f1-eadb-5846-a327-456cb9fd97ce,1001831,zh,29,https://static.fn-test.cn/product/manuals/elisa/QT-ER0004.pdf,Medical & Health,Drug Package Inserts
e445ca07-9f8c-54e1-9db2-6c2b81bdb68d,879080,en,48,https://www.ema.europa.eu/documents/product-information/nutropinaq-epar-product-information_hr.pdf,Medical & Health,Drug Package Inserts
840cf936-e990-597c-b570-11f9adcb374f,2225577,en,65,https://www.medsafe.govt.nz/Profs/Datasheet/t/Tecentriqinf.pdf,Medical & Health,Drug Package Inserts
8ad73827-b212-5562-bf72-92d2a7513c76,6427311,en,89,https://www.ema.europa.eu/en/documents/variation-report/ocrevus-h-c-004043-x-0039-epar-public-assessment-report_en.pdf,Medical & Health,Drug Package Inserts
c05d43d9-b8c6-5434-b7a3-4b8bbad37031,5245143,en,91,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/021856s000_MedR_P4.pdf,Medical & Health,Drug Package Inserts
92f813b7-9500-52a1-a34d-07ee9d66feee,261246,en,25,http://shijiebiaopin.net/upload/product/20145619271610.pdf,Medical & Health,Drug Package Inserts
72647eed-bcf5-5d2d-9a26-1580d90e31ec,2244161,en,57,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/NDA%2021-571_Iquix_Medr.pdf,Medical & Health,Drug Package Inserts
8dd272bd-faa5-5349-974a-9b7b4e31eb6b,898068,en,76,https://www.ema.europa.eu/en/documents/assessment-report/cayston-epar-public-assessment-report_en.pdf,Medical & Health,Drug Package Inserts
55656f16-ccd5-52e4-8e2b-0ef486e54aa8,734161,en,66,https://www.neogen.com/globalassets/pim/assets/original/10036/104516_104519_sds_en-ph.pdf,Medical & Health,Drug Package Inserts
b0781bba-6cd9-5801-a75e-20dad8ad4eae,362372,en,31,https://www.ema.europa.eu/en/documents/product-information/uplizna-epar-product-information_cs.pdf,Medical & Health,Drug Package Inserts
04348d5c-e1ba-589f-832f-546f28bd1e0f,3417468,en,27,https://www.accessdata.fda.gov/drugsatfda_docs/label/2024/014901Orig1s055lbl.pdf,Medical & Health,Drug Package Inserts
ed752bd3-7401-5f7b-bb10-b57c50ff82ba,615223,en,33,https://wholefoodsmagazine.com/wp-content/uploads/2022/03/MagteinFormula-Guide1.pdf,Medical & Health,Drug Package Inserts
ab3ea853-f1b3-5fca-aed0-836acb602776,903287,en,48,http://www.northstaffordshirejointformulary.nhs.uk/docs/misc/Antimicrobial%20guidelines%202019%20Final%20version.pdf,Medical & Health,Drug Package Inserts
acdf22b4-1bf0-56bd-91f0-e469348f3142,5452369,en,144,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/204168Orig1s000MedR.pdf,Medical & Health,Drug Package Inserts
162e3753-a777-5035-abda-0bafce86b2c7,160037,en,37,https://www.ema.europa.eu/documents/referral/cabergoline-pergolide-article-31-referral-annex-i_lt.pdf,Medical & Health,Drug Package Inserts
84a16bb7-86a3-5f6b-8ec8-c18f1fbed2bb,1201525,en,22,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/022350s000_SumR.pdf,Medical & Health,Drug Package Inserts
8ca7de9c-eab6-55f2-8567-6a0b03e104eb,246525,en,20,https://dailymed.nlm.nih.gov/dailymed/getFile.cfm?setid=9804a4b6-51cd-40f8-84eb-e9655b50ee04&type=pdf,Medical & Health,Drug Package Inserts
81a992c8-7542-5781-86a3-c80e402b81ee,886588,en,22,https://www.accessdata.fda.gov/cdrh_docs/pdf16/p160001c.pdf,Medical & Health,Drug Package Inserts
88f8c1a7-b347-50c5-8fcb-749121d7f7a3,3013607,en,122,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2019/211994Orig1s000IntegratedR.pdf,Medical & Health,Drug Package Inserts
525f68ff-971c-508c-ad44-7441509e7750,241102,en,27,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2012/202834Orig1s000Lbl_26pgs.pdf,Medical & Health,Drug Package Inserts
857ce142-8e8d-5e4c-aabc-e25b3e6c6839,1237249,en,28,https://pdf.hres.ca/dpd_pm/00064305.PDF,Medical & Health,Drug Package Inserts
c388acd5-0fce-56d7-a89f-89b2e63ff8df,623638,en,44,"https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/021797s021,021798s023lbl.pdf",Medical & Health,Drug Package Inserts
583e087d-12c1-552e-8fbb-9a07f61da35e,1384341,en,81,https://www.ema.europa.eu/documents/product-information/matever-epar-product-information_hr.pdf,Medical & Health,Drug Package Inserts
b74b5864-eb99-5d31-804d-a48d11110f2c,782639,en,50,https://www.doriotdent.ro/wp-content/uploads/2021/11/Instructiuni-utilizare-Celtra-Ceram-1.pdf,Medical & Health,Drug Package Inserts
889f1da4-dcaa-572c-94a5-0c0ccd3b9d61,451962,en,31,https://www.ema.europa.eu/documents/referral/clenil-article-30-referral-annex-iii_sk.pdf,Medical & Health,Drug Package Inserts
c59aeac1-b9df-5881-89ad-9c15fc580fb3,243419,en,21,https://www.ema.europa.eu/documents/product-information/procox-epar-product-information_et.pdf,Medical & Health,Drug Package Inserts
ab428b19-1336-5108-beab-f29f12585e11,807213,en,22,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021928_s000_Chantix_ChemR.pdf,Medical & Health,Drug Package Inserts
4547322b-67a1-5ee6-bb7d-55072979d4c7,548963,zh,23,http://file.finance.sina.com.cn/211.154.219.97:9494/MRGG/CNSESH_STOCK/2016/2016-10/2016-10-26/2822100.PDF,Business Finance,Corporate Financial Reports
1df5068c-cdc5-5242-b3c7-92ac2cf31e8c,8736342,zh,37,https://www.irwebcast.com/cgi-local/report/redirect.cgi?url=https://doc.irasia.com/listco/hk/chinapower/annual/2015/cesr.pdf,Business Finance,Corporate Financial Reports
4804e9e5-001d-50d3-9a27-28c18b09da70,802808,zh,28,http://static.cninfo.com.cn/finalpage/2021-04-30/1209877952.PDF,Business Finance,Corporate Financial Reports
bc134fd8-0a34-5092-827c-0ce019236b52,4284006,en,62,https://bynder.southbankcentre.co.uk/m/c213ad2d3c952e4/original/Southbank-Centre-Annual-Report-2018-19_SIGNED-FINAL.pdf?_ga=2.212783636.1652564561.1596104310-1527036645.1591271957,Business Finance,Corporate Financial Reports
32578c10-659f-5eb0-906f-93a230e8ad44,702408,en,122,https://www.annualreports.co.uk/HostedData/AnnualReportArchive/e/NASDAQ_EDAP_2009.pdf,Business Finance,Corporate Financial Reports
ca680f0a-2832-56d0-8106-1a0530632681,2210141,en,37,https://d18rn0p25nwr6d.cloudfront.net/CIK-0000811156/86b7ad19-edba-484a-a2c2-44d0f205f2ed.pdf,Business Finance,Corporate Financial Reports
0d3105b8-72fd-5bd4-8998-6f6a3131d039,10162695,en,68,http://dafflibrary.org/wp-content/uploads/2019/02/MDS-1931.pdf,Business Finance,Corporate Financial Reports
0e69f753-9daa-581e-b84a-346121b2201e,1638427,en,27,https://www.lectra.com/sites/default/files/lectra/investors_files/2019-10/lectra_analyst_conference_311019_0.pdf,Business Finance,Corporate Financial Reports
51fb72f2-a1ff-5d8b-9a34-8faf19122a39,761714,en,20,https://www.bseindia.com/xml-data/corpfiling/AttachHis/abc0df47-4e1e-4416-a1f2-1f8404c9216d.pdf,Business Finance,Corporate Financial Reports
f6549ccc-99b5-57f1-8e29-120711a62aa5,4145212,en,119,https://apps.bea.gov/scb/issues/1996/scb-1996-april.pdf,Business Finance,Corporate Financial Reports
22e9f583-81ef-5d67-98e8-4130882858c6,1500162,en,29,http://990s.foundationcenter.org/990_pdf_archive/382/382591608/382591608_201503_990.pdf,Business Finance,Corporate Financial Reports
0d244e91-49c4-59e1-8f1c-65c39bd2ebc1,993417,en,37,https://wp.lifco.se/app/uploads/Inv-presQ216-1.pdf,Business Finance,Corporate Financial Reports
2124877f-186b-5aab-a0b5-e4b3492c4f47,1877353,en,35,https://oxfamilibrary.openrepository.com/bitstream/10546/123014/22/bk-cause-times-oxfam-first-fifty-notes-010192-en.pdf,Business Finance,Corporate Financial Reports
46b09560-84cc-5ed5-a50c-097cfd56e9f0,1900607,en,40,https://immediate-theatre.com/uploads/immediate-theatre-accounts-mar-2023-dated-for-charity-commission.pdf,Business Finance,Corporate Financial Reports
0ec6df7b-4bd2-56f1-a354-50a298f15c99,5079368,zh,26,http://v.cfltrader.com/cflbook/%E9%B8%9F%E6%9E%AA%E9%80%9A%E7%94%A8%E7%89%88%E4%BD%BF%E7%94%A8%E8%AF%B4%E6%98%8E%E4%B9%A6.pdf,Business Finance,Product Introductions
074433f6-8652-5b5f-931d-9d97a695b583,2185119,en,62,https://beckers-prod-vm-1.beckers-group.com/-/media/files/sustainability/beckers_performance_report_2023.pdf?la=en&hash=25C8ABB179696B5F2FF38B6815B9DBF6,Business Finance,Corporate Financial Reports
5f2c52fc-4df9-5167-8620-960d5d27c26e,1815799,zh,39,https://www.synergita.com/pdf/Synergita-Chinese-Presentation.pdf,Business Finance,Product Introductions
cb90014f-6009-53fe-86c2-c3738137a0ad,2277930,en,62,http://www.datagroup.org/PDE/W1235_L.pdf,Business Finance,Product Introductions
de4e2a15-0c47-5714-9c24-a7c50544f2c0,2765963,en,46,http://intercare-homedelivery.ae/wp-content/uploads/2017/12/Intercare-Online-Catalogue.pdf,Business Finance,Product Introductions
5e22cff4-5e9d-5ff9-b850-459ffa268945,2179619,en,24,https://www.caflou.com/system/documents/f9a1032697d1f3a07b8cb1cd9f80741f41e16199.pdf?1594450984,Business Finance,Product Introductions
b822298d-2f85-5448-9df1-deffce4fe728,21242494,en,56,https://www.allcryptowhitepapers.com/wp-content/uploads/2018/05/Whitepaper-AdBank-2017.pdf,Business Finance,Product Introductions
3e2a046d-3436-5eef-9140-b850c87a72c0,3569821,en,55,https://www.bodyteccenza.com/_files/ugd/a57cec_bae196b21d474ed6a187abb7311ad5ee.pdf,Business Finance,Product Introductions
cccd4598-1768-5113-8ee9-d6af83e5befa,2539400,en,28,https://xr793.com/wp-content/uploads/2022/12/2017-VW-Tiguan-PL-UK.pdf,Business Finance,Product Introductions
841c42e6-b08a-58ed-b548-bd6a1d44c2db,2084250,en,27,https://subtomy.com/wp-content/uploads/2023/05/Take-Their-Money.pdf,Business Finance,Product Introductions
4c38061c-46e1-5189-9636-6f752cb748cb,1131588,zh,110,http://www.fullgoal.com.cn/upload/fck/userfiles/file/2016-03-04-093306-fuguojiazhiyoushihunhexingzhengquantouzijijinzhaomushuomingshu.pdf,Business Finance,Contracts & Policies
de08d6d3-2e06-5b5f-b54c-eebc90bd84d7,4504859,en,22,https://mydhl.express.dhl/content/dam/downloads/ae/en/electronic-billing/dhl_mybill_userguide_ae_en.pdf.coredownload.pdf,Business Finance,Product Introductions
509b2bc6-5957-553b-a80e-482790f96ba7,267753,zh,26,http://static.cninfo.com.cn/finalpage/2020-10-14/1208560351.PDF,Business Finance,Contracts & Policies
291762e9-2dfb-54ee-8c4d-639222165075,313351,zh,38,http://www.sse.com.cn/disclosure/listedinfo/announcement/c/2018-07-21/603333_20180721_14.pdf,Business Finance,Contracts & Policies
ccf1f6ae-56c7-54fa-916a-cb83c99acd06,515079,zh,71,http://www.ftsfund.com/webimages/upload2012/2015/12/18/103049978_0_8f4e8bc5-22bd-3522-aaad-099b0d9f953e.pdf,Business Finance,Contracts & Policies
1c361910-a94e-5c97-b3fa-64007b2a245d,778615,zh,48,http://disc.static.szse.cn/disc/disk02/finalpage/2019-08-15/415f107f-0ee4-467e-9155-24ab435cafa8.PDF,Business Finance,Contracts & Policies
d6d2a042-e4d7-58d7-93d7-5879020300de,457413,zh,96,http://czt.sc.gov.cn/scczt/c102412/2022/1/18/0756532bca064e6eafec07374170fbbf/files/997376b3d17049599bfeee6cd83be769.pdf,Business Finance,Contracts & Policies
27507b9d-7423-5ee4-a8e0-7bb517a560f5,29576654,zh,74,https://img.1234567.com.cn/pdf/2019061117415027.pdf,Business Finance,Contracts & Policies
45e5aaa0-ace5-56a8-9214-dd204d62ef96,684557,zh,119,http://static.cninfo.com.cn/finalpage/2021-04-23/1209785654.PDF,Business Finance,Contracts & Policies
8be74bec-05de-5584-9b50-382832e1f682,2856412,zh,120,http://static.cninfo.com.cn/finalpage/2023-11-06/1218263231.PDF,Business Finance,Contracts & Policies
36c62d8c-b2d4-58c6-ac76-ac29f4520073,766532,zh,48,https://mall.chinalions.cn/upload/20140630112933831.pdf,Business Finance,Contracts & Policies
9caf5793-6185-5a4f-8698-736e862120ec,2657862,zh,105,http://static.cninfo.com.cn/finalpage/2018-09-22/1205463382.PDF,Business Finance,Contracts & Policies
bb195365-ae2f-534c-9ee8-699b5f847851,1229169,zh,132,http://static.cninfo.com.cn/finalpage/2020-01-03/1207220644.PDF,Business Finance,Contracts & Policies
7cd550a5-f017-5bf4-8708-68261fb3a9c2,356026,zh,21,https://www.sinosafe.com.cn/upload/cms/shop/201809/19091634rgv6.pdf,Business Finance,Contracts & Policies
bbc0c8da-2cea-52ae-9862-14c45f2a8e5b,454406,zh,108,http://static.cninfo.com.cn/finalpage/2019-11-13/1207086181.PDF,Business Finance,Contracts & Policies
39185a1c-98a9-59dc-bede-15ef8f13c819,2836956,zh,112,http://www.cmfchina.com/upload/20240607/202406071717720929112.pdf,Business Finance,Contracts & Policies
f94b2619-393b-5195-9d6b-d4652aea411e,756874,zh,125,https://www.cib-fund.com.cn/upload/pdf/1629360896977-xytxzqxzqtzjjzmsms(gx)(2021nd4h).pdf,Business Finance,Contracts & Policies
9d2ebefa-34b8-5ecc-bd66-b0d4e192634d,473765,zh,31,http://download.hexun.com/ftp/all_stockdata_2009/all/120/315/1203158766.pdf,Business Finance,Contracts & Policies
d2174a33-f463-5610-bd68-b4707be3ee4e,548746,zh,106,http://static.cninfo.com.cn/finalpage/2019-12-30/1207212507.PDF,Business Finance,Contracts & Policies
e005d207-c295-5708-aa3a-bbe222a30739,672080,en,43,http://www.centrewest.com.au/wp-content/uploads/2016/07/AIG-ISR.pdf,Business Finance,Contracts & Policies
10dcd70c-e20b-5b8d-9003-fb1ddc45deb9,390229,en,47,https://imi.intesasanpaolo.com/content/dam/imi-cib/pdf/documentazione/documentazione-normativa/dodd-frank-act/Credit%20Derivatives%20Sisclosure%20Annex.pdf,Business Finance,Contracts & Policies
168b75bf-75b1-5c18-a6f6-ce057cd1c1fd,559817,en,78,https://www.westpac.com.au/content/dam/public/wbc/documents/pdf/pb/FSR_HomeContentInsPDS_pre21sept2013.pdf,Business Finance,Contracts & Policies
a7c0d626-4040-53f2-97f5-728ba4d24671,608810,en,38,https://resources.finalsite.net/images/v1719593879/oxnardsdorg/r6awktzfq8rlkwm3lfe3/planning-service-retirement.pdf,Business Finance,Contracts & Policies
78207243-c559-5219-bd4b-4d2de2584b4a,277998,en,26,https://thevault.exchange?get_group_doc=4345/1665662023-HET-OffertoSafarishareholders-CircularWEB.pdf,Business Finance,Contracts & Policies
76c3a14c-4b04-5edd-a1a9-cb484d4c6b4a,160230,en,20,https://jfcstaffing.com/docs/JFC%20Retirement%20Plan%20-%20Summary%20Plan%20Description.pdf,Business Finance,Contracts & Policies
a1cc852b-1025-551b-9197-c29c6358c0c3,906646,en,23,https://derinet.vontobel.ch/FinalTerms/DE000VQ7X151e.pdf,Business Finance,Contracts & Policies
